CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
00.743.065/0001-27;2024-12-31;2;137996;LITEL PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;79243.20;79243.20;79243.20;
00.743.065/0001-27;2024-12-31;2;137996;LITEL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;2.00;120000.00;120000.00;115238.10;Em 2021, o Conselho de Administração teve 2 membros remunerados, mas apenas 1 exerceu o cargo durante os 12 meses do ano.
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;280000.00;120000.00;245000.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.50;3.50;16134259.00;88615.00;3307012.00;Em linha com a recomendação do Ofício Circular CVM SEP 2024, e considerando que no exercício social encerrado em 31.12.2023, não houve diretores que tenham permanecido no cargo por pelo menos 12 meses, o número aqui indicado considera a menor remuneração efetivamente paga pela companhia no exercício social encerrado em 31.12.2023, a qual se refere a remuneração de um diretor que permaneceu no cargo por 11 dias.
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;4.50;4.50;315636.00;69445.00;236853.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;720000.00;540000.00;651429.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;17853385.00;8312758.00;12403023.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;193880.00;193880.00;193880.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;7.00;3.75;390000.00;60000.00;400000.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;4.17;12828929.00;1348194.00;8542242.00;
00.776.574/0001-56;2024-12-31;10;142023;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;116400.00;116400.00;116400.00;
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;6.00;436260.00;14520.00;323049.26;(1)A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(2)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;6193600.12;47162.54;1299983.50;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 2,24% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(3)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;8.67;3.67;68865.25;68865.25;68865.25;(1) O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;6.67;277200.00;17080.00;235043.45;(1) A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(2) O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;7094394.15;70652.36;1485107.55;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 2,24% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(3)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;7.33;3.67;75953.74;75953.74;75884.75;(1) O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;7.00;238671.54;27766.08;158618.48;(1) Para cálculo do menor valor foram excluídos em todos os anos os membros que não receberam honorários durante os 12 meses corridos(2) A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;6331134.83;62407.67;1313058.94;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 2,24% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2024-12-31;7;141912;ENERGISA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;10.00;5.00;56686.64;56686.64;56686.64;(1) O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2) A menor remuneração individual é do Conselheiro Fiscal que recebe 57,57% na EnergisaS.A. e o restante de sua remuneração está na EMT.
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;1.00;15898.20;15898.20;15898.20;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.33;1.00;14544.00;14544.00;14544.00;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.50;1.00;12136.67;12136.67;12136.67;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2024-12-31;2;140568;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;61055.00;61055.00;61055.00;Valor apurado considerando movimentação no período: 1 Conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;846501.37;259430.07;552965.72;
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;58340.00;58340.00;58340.00;Valor apurado considerando movimentação do período: 1 conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1006944.00;735248.00;871096.00;
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;46650.00;46650.00;46650.00;Valor apurado considerando movimentação no período: 1 Conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2024-12-31;3;141383;CONC RIO-TERESOPOLIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;852240.00;622284.00;737262.00;
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2023-01-01;2023-12-31;Conselho de Administração;10.58;10.58;717200.00;339120.00;500248.82;A maior remuneração indicada no quadro acima de 2023 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;10822857.35;6715784.05;9004030.40;A maior remuneração indicada no quadro acima de 2023 corresponde a um membro da Diretoria Executiva. A remuneração do atual Diretor Presidente referente aos 12 meses de 2023 corresponde a R$ 10.033.483,46 (dez milhões e trinta e três mil e quatrocentos e oitenta e três reais e quarenta e seis centavos).O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;157000.00;157000.00;157000.00;A maior remuneração indicada no quadro acima de 2023 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Conselho de Administração;10.58;10.58;676800.00;279000.00;362035.29;A maior remuneração indicada no quadro acima de 2022 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;6.83;11955672.08;3495313.14;8211551.57;A maior remuneração indicada no quadro acima de 2022 corresponde a 8 meses, e refere-se à remuneração do Diretor Presidente desligado da Companhia em 2022.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;150000.00;150000.00;155000.00;A maior remuneração indicada no quadro acima de 2022 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Conselho de Administração;10.58;10.58;564000.00;84000.00;263625.92;A maior remuneração indicada no quadro acima de 2021 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;6.50;12049679.50;2052256.69;6349975.89;A maior remuneração indicada no quadro acima de 2021 corresponde a 5 meses e refere-se à remuneração do Diretor Estatutário desligado da Companhia em 2021. A Remuneração do atual Diretor Presidente referente aos 12 meses de 2021 corresponde a R$ 7.348.424,46 (sete milhões, trezentos e quarenta e oito mil, quatrocentos e vinte e quatro reais e quarenta e seis centavos). O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;154593.89;148143.72;151532.75;A maior remuneração indicada no quadro acima de 2021 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;23.00;13.00;2000000.00;733333.00;966026.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.67;10.67;10563791.00;3252369.00;4510336.00;A Companhia é responsável por 100% da remuneração dos diretores estatutários, conforme item 8.1 d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado. O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;5.00;197673.00;197673.00;163545.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;23.00;13.00;1100000.00;632500.00;765379.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.42;10.42;9071229.00;1877962.00;4569598.00;A Companhia é responsável por 100% da remuneração dos diretores estatutários, conforme item 8.1 d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado. O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;10.00;5.00;147000.00;147000.00;147000.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
