CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Diretoria;0;2;0;0;0;0;0;N
01.616.929/0001-02;2024-12-31;5;141681;SANEAMENTO DE GOIAS SA;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
01.616.929/0001-02;2024-12-31;5;141681;SANEAMENTO DE GOIAS SA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.616.929/0001-02;2024-12-31;5;141681;SANEAMENTO DE GOIAS SA;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.616.929/0001-02;2024-12-31;5;141681;SANEAMENTO DE GOIAS SA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.616.929/0001-02;2024-12-31;5;141681;SANEAMENTO DE GOIAS SA;Diretoria;0;0;0;0;0;0;0;S
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;Diretoria;0;4;0;0;0;0;0;N
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;3;N
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;Conselho Fiscal - Efetivos;0;1;0;0;0;0;2;N
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;Diretoria;0;8;0;0;0;0;0;N
01.851.771/0001-55;2024-12-31;1;138018;524 PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;3;N
01.851.771/0001-55;2024-12-31;1;138018;524 PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.851.771/0001-55;2024-12-31;1;138018;524 PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.851.771/0001-55;2024-12-31;1;138018;524 PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.851.771/0001-55;2024-12-31;1;138018;524 PARTICIPACOES S.A.;Diretoria;0;0;0;0;0;0;2;N
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;Diretoria;0;3;0;0;0;0;0;N
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;Conselho de Administração - Efetivos;0;4;0;1;0;0;0;N
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;Diretoria;1;2;0;0;0;0;0;N
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Efetivos;0;3;0;2;0;0;0;N
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Efetivos;0;2;0;1;0;0;0;N
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;Diretoria;0;3;0;0;0;0;0;N
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;2;0;0;0;0;0;N
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Diretoria;0;2;0;0;0;0;0;N
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Conselho de Administração - Efetivos;0;2;0;1;0;0;0;N
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.968.293/0001-68;2024-12-31;1;138438;ELETRORIVER S.A.;Diretoria;0;0;0;2;0;0;0;N
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diretoria;0;0;0;0;0;0;0;S
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;2;0;0;0;0;1;N
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.016.440/0001-62;2024-12-31;3;141686;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Diretoria;1;4;0;1;0;0;2;N
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;Diretoria;0;4;0;0;0;0;0;N
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;Diretoria;0;4;0;0;0;0;0;N
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;1;9;0;0;0;0;0;N
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;0;0;N
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Diretoria;0;4;0;0;0;0;0;N
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;3;N
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;Diretoria;0;0;0;0;0;0;2;N
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;Diretoria;0;8;0;0;0;0;0;N
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;Diretoria;0;0;0;0;0;0;0;S
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;1;0;N
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;Diretoria;0;2;0;0;0;0;0;N
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho de Administração - Efetivos;0;0;0;0;0;0;3;N
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho Fiscal - Efetivos;0;1;0;0;0;0;0;N
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;Diretoria;0;1;0;0;0;0;0;N
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Diretoria;0;2;0;0;0;0;0;N
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Diretoria;0;3;0;0;0;0;0;N
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Diretoria;0;2;0;0;0;0;0;N
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;Diretoria;0;0;0;0;0;0;0;S
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;Diretoria;0;3;0;0;0;0;0;N
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Diretoria;0;2;0;0;0;0;0;N
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;0;0;N
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diretoria;0;8;0;0;0;0;0;N
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;11;N
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;4;N
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;6;N
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diretoria;0;0;0;0;0;0;4;N
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;6;N
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;1;N
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;5;N
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;5;N
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Diretoria;0;4;0;0;0;0;0;N
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Diretoria;0;4;0;0;0;0;0;N
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Conselho de Administração - Suplentes;0;6;0;0;0;0;0;N
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Diretoria;0;3;0;0;0;0;0;N
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Diretoria;0;7;0;0;0;0;0;N
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diretoria;0;5;0;0;0;0;0;N
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Diretoria;1;3;0;0;0;0;0;N
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diretoria;0;4;0;0;0;0;0;N
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Conselho de Administração - Efetivos;0;9;0;1;0;0;0;N
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;0;0;N
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;0;0;N
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;0;1;N
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Diretoria;0;4;0;0;0;0;0;N
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
