CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
00.192.769/0001-59;2024-12-31;1;138409;NEUMARKT TRADE AND FINANCIAL CENTER S/A;2023-01-01;2023-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;não se aplica;0.00;0.00;0.00;0.00;0.00;não se aplica;0.00;0.00;0.00;não se aplica
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Conselho de Administração;1.00;59200.00;0.17;59200.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Diretoria Estatutária;0.33;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Conselho de Administração;6.00;355200.00;1.00;355200.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;358160.00;Conselho de Administração;6.00;358160.00;1.00;358160.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;358160.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;358160.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2024-01-01;2024-12-31;474228.00;Conselho de Administração;6.00;474228.00;1.00;474228.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2024-01-01;2024-12-31;474228.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2024-12-31;3;141581;AES BRASIL OPERAÇÕES S.A.;2024-01-01;2024-12-31;474228.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;11849121.98;Conselho de Administração;8.33;844956.00;3.00;836000.00;8956.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;11849121.98;Diretoria Estatutária;3.35;11004165.98;3.35;1730000.00;383890.98;0.00;0.00;;0.00;300000.00;0.00;0.00;0.00;;0.00;0.00;8590275.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Conselho de Administração;6.00;162666.67;2.00;162666.67;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Diretoria Estatutária;3.00;2525000.00;3.00;400000.00;170000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1955000.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;13600000.00;Conselho de Administração;5.00;420000.00;5.00;270000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;150000.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;13600000.00;Diretoria Estatutária;3.00;13180000.00;3.00;2000000.00;150000.00;0.00;0.00;;10000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;1030000.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2024-01-01;2024-12-31;17991096.23;Conselho de Administração;8.31;1387774.52;4.00;1369862.52;17912.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2024-12-31;3;141796;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2024-01-01;2024-12-31;17991096.23;Diretoria Estatutária;3.00;16603321.71;3.00;1822970.89;311509.91;0.00;0.00;;0.00;5492323.95;0.00;0.00;0.00;;0.00;0.00;8976516.96;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Conselho de Administração;8.00;245616.02;6.00;241334.38;4281.64;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Diretoria Estatutária;5.00;2168032.14;5.00;2062281.90;105750.24;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Conselho Fiscal;5.00;245272.81;5.00;243910.47;1362.34;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho de Administração;8.00;233034.92;7.00;229337.14;3697.78;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Diretoria Estatutária;5.00;2293692.05;5.00;1926246.75;367445.30;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho Fiscal;5.00;269792.71;5.00;269792.71;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Conselho de Administração;8.00;277693.20;7.00;275624.36;2068.84;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Diretoria Estatutária;5.00;2689018.99;5.00;2181529.70;507489.29;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2024-12-31;1;138306;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Conselho Fiscal;5.00;273339.94;5.00;273339.94;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2024-01-01;2024-12-31;4668923.45;Conselho de Administração;2.25;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2024-01-01;2024-12-31;4668923.45;Diretoria Estatutária;3.75;4668923.45;3.00;2118144.00;517329.96;0.00;0.00;-;1789862.93;0.00;0.00;0.00;0.00;-;243586.56;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Conselho de Administração;1.67;65009.96;1.33;65009.96;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Diretoria Estatutária;3.92;8089397.45;3.92;2136185.93;1941948.51;0.00;0.00;-;3877351.99;0.00;0.00;0.00;0.00;-;133911.02;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Conselho Fiscal;0.75;48757.47;0.75;48757.47;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Conselho de Administração;7.00;308523.15;7.00;308523.15;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Diretoria Estatutária;5.00;4373813.49;5.00;2298163.19;731197.11;0.00;0.00;-;1306476.11;0.00;0.00;0.00;0.00;-;37977.08;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Conselho Fiscal;3.00;148557.96;3.00;148557.96;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2021-01-01;2021-12-31;4071135.03;Conselho de Administração;7.00;351088.48;7.00;351088.48;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2021-01-01;2021-12-31;4071135.03;Diretoria Estatutária;4.00;3574102.23;4.00;1963916.04;680074.28;0.00;0.00;-;652559.65;0.00;0.00;0.00;0.00;-;277552.26;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2024-12-31;5;142109;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2021-01-01;2021-12-31;4071135.03;Conselho Fiscal;3.00;145944.32;3.00;145944.32;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;0.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;Não há.
00.359.742/0001-08;2024-12-31;1;138789;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;
00.383.281/0001-09;2024-12-31;3;141735;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES (vide item "iii" adiante). Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020 A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
00.383.281/0001-09;2024-12-31;3;141735;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Diretoria Estatutária;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conselheiros e membros da Diretoria da BNDESPAR não fazem jus à remuneração variável. No entanto, como a Diretoria da BNDESPAR é composta pelos mesmos membros da Diretoria do BNDES, estes podem receber remuneração variável pelo desempenho de suas funções no BNDES.
00.383.281/0001-09;2024-12-31;3;141735;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES (vide item "iii" adiante). Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020 A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
00.383.281/0001-09;2024-12-31;3;141735;BNDES PARTICIPACOES S.A. - BNDESPAR;2021-01-01;2021-12-31;0.00;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES. Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020. A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
