CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
00.979.969/0001-56;2024-12-31;1;136648;CAIXA ADM DIV PUB ESTADUAL SA;123245;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2019-02-18;;2019-02-18;a) Exame das demonstrações financeiras e fiscais, com a emissão de pareceres e relatórios exigidos pela Comissão deValores Mobiliários - CVM para as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidasà Comissão de Valores Mobiliários, Receita Federal e demais órgãos oficiais, bem como aos acionistas, com a emissão derespectivos relatórios/pareceres, inclusive sobre a escrituração Contábil e Fiscal, e demais peças ao Sistema Público deEscrituração Digital - SPED, correspondente ao ano de 2019 c) Revisão dos controles internos, das demonstraçõesfinanceiras, exame e avaliação de todod os métodos e procedimentos de natureza tributária, imputados à CONTRATANTE,aferindo a fidedignidade dos procedimentos adotados, bem como a emissão de parecer/relatório com periodicidade trimestral,anual ou eventual. d) Emissão de relatórios circunstanciados e os pareceres/relatórios sobre os trabalhos realizados,entregando-os à CONTRATANTE até cinco dias úteis após a disponibilização da documentação pertinente e) Cópia de todo equalquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados, deverá ser remetidadiretamente à Contadoria e Auditoria Geral do Estado - CAGE f) Os padrões de auditoria a serem seguidos pelaCONTRATADA serão aqueles usualmente recomendados, incluindo, portanto, consistência nos registros contábeis e outrosprocedimentos de auditoria que forem julgados necessários nas circunstâncias, atendidas as normas de sigilo profissional aque está subordinada a CONTRATANTE g) Observa as condições especificadas no Termo de Referência (ANEXO VII), quefará parte do contrato como anexo.;Pela execução dos serviços contratados, a CADIP pagará a MACIEL AUDITORES S/S o valor de R$ 29.000,00 ( vinte e nove mil reais) ,em 12 parcelas mensais de igual valor.;Término do contrato com a EXACTO AUDITORES S/S;sem discordância
00.979.969/0001-56;2024-12-31;1;136648;CAIXA ADM DIV PUB ESTADUAL SA;123246;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2020-01-21;;2020-01-21;a) Exame das demonstrações financeiras e fiscais, com a emissão de pareceres e relatórios exigidos pela Comissão deValores Mobiliários - CVM para as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidasà Comissão de Valores Mobiliários, Receita Federal e demais órgãos oficiais, bem como aos acionistas, com a emissão derespectivos relatórios/pareceres, inclusive sobre a escrituração Contábil e Fiscal, e demais peças ao Sistema Público deEscrituração Digital - SPED, correspondente ao ano de 2019 c) Revisão dos controles internos, das demonstraçõesfinanceiras, exame e avaliação de todod os métodos e procedimentos de natureza tributária, imputados à CONTRATANTE,aferindo a fidedignidade dos procedimentos adotados, bem como a emissão de parecer/relatório com periodicidade trimestral,anual ou eventual. d) Emissão de relatórios circunstanciados e os pareceres/relatórios sobre os trabalhos realizados,entregando-os à CONTRATANTE até cinco dias úteis após a disponibilização da documentação pertinente e) Cópia de todo equalquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados, deverá ser remetidadiretamente à Contadoria e Auditoria Geral do Estado - CAGE f) Os padrões de auditoria a serem seguidos pelaCONTRATADA serão aqueles usualmente recomendados, incluindo, portanto, consistência nos registros contábeis e outrosprocedimentos de auditoria que forem julgados necessários nas circunstâncias, atendidas as normas de sigilo profissional aque está subordinada a CONTRATANTE g) Observa as condições especificadas no Termo de Referência (ANEXO VII), quefará parte do contrato como anexo.;Pela execução dos serviços contratados, a CADIP pagará a MACIEL AUDITORES S/S o valor de R$ 2.512,68 ( dois mil quinhetos e doze reais), em 24 parcelas.;Primeiro Aditivo ao Contrato celebrado em 19/2/2019.;sem discordância
00.979.969/0001-56;2024-12-31;1;136648;CAIXA ADM DIV PUB ESTADUAL SA;123247;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2021-12-03;;2021-12-03;a)Executar os serviços conforme especificações contidas no Termo de Referência e de sua proposta, com a alocação dos empregados necessários ao perfeito cumprimento das cláusulas contratuais, além de fornecer os materiais e equipamentos, ferramentas e utensílios necessários previstos.b)Manter durante toda a vigência do contrato, em compatibilidade com as obrigações assumidas, todas as condições de habilitação e qualificação exigidas na licitação, devendo comunicar ao Contratante a superveniência de fato impeditivo da manutenção dessas condições. c)Reparar, corrigir, remover ou substituir, às suas expensas, no total ou em parte, no prazo fixado pelo fiscal do contrato, os serviços efetuados em que se verificarem vícios, defeitos ou incorreções resultantes da execução. d)Responsabilizar-se pelos vícios e danos decorrentes da execução do objeto, ficando o Contratante autorizado a descontar da garantia, caso exigida no edital, ou dos pagamentos devidos ao Contratado, o valor correspondente aos danos sofridos.e)Guardar sigilo sobre todas as informações obtidas em decorrência do cumprimento do contrato.f)Comunicar à Contratante qualquer anormalidade constatada e prestar os esclarecimentos solicitados.g)Coordenar e supervisionar a execução dos serviços contratados.h)Administrar todo e qualquer assunto relativo aos seus empregados.i)Arcar com o ônus decorrente de eventual equívoco no dimensionamento dos quantitativos de sua proposta, devendo complementá-los, caso o previsto inicialmente em sua proposta não seja satisfatório para o atendimento ao objeto da licitação, exceto quando ocorrer algum dos eventos arrolados no inciso VI do art. 81 da Lei nº 13.303/2016.    j)O Contratado deverá declarar conhecer e observar o disposto no Código de Ética, Conduta e Integridade, na Política de Negociações de Valores Mobiliários e na Política de Divulgação e Uso de Informações Relevantes e Preservação de Sigilo da CADIP.k)Responsabilizar-se pelos danos causados diretamente à contratante ou a terceiros, na forma do art. 76 da Lei nº 13.303/2016.;Pela execução dos serviços contratados, a CADIP pagará a RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S o valor de R$ 2.512,68 ( dois mil quinhentos e doze reais), em 24 parcelas. Referente aos exercícios de 2022 e 2023.;Não teve alteração, apenas alteração de razão social.;Não tem discordância
00.979.969/0001-56;2024-12-31;1;136648;CAIXA ADM DIV PUB ESTADUAL SA;123248;MOREIRA ASSOCIADOS AUDITORES INDEPENDENTES S/S;;09285766000134;010901;Nacional;2023-12-13;;2024-01-02;1- Exame das Demonstrações Financeiras, Fiscais e Acessórias, com a emissão de pareceres erelatórios circunstanciados exigidos pela legislação vigente, órgão regulamentadores e fiscais2 - Exame das Informações Periódicas Eventuais a serem fornecidos aos órgãos oficiais, bem como aosAcionistas, com a emissão de respectivos relatórios circunstanciados e pareceres 3 - Revisão dos controles internos e avaliação de todos os métodos e procedimentos de natureza tributária,imputados à CONTRATANTE, aferindo a fidedignidade dos procedimentos adotados, bem como a emissão depareceres e relatórios com periodicidade trimestral, anual ou eventual4 - Exame das informações a serem prestadas ao Sistema Público de Escrituração Digital - SPED, como aemissão de pareceres e relatórios5  - Exame das Informações Periódicas e Eventuais a serem fornecidos à Comissão de Valores Mobiliários -CVM, com a emissão de pareceres e relatórios.;R$ 27.000,00 ( vinte e sete mil reais), para o exercício de 2024 e R$ 27.000,00 ( vinte e sete mil reais) atualizados para o exercício de 2025.;Término do contrato com a RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;Não teve discordância
01.027.058/0001-91;2024-12-31;10;142161;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;127279;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2013-06-16;;2013-06-16;Os auditores independentes prestaram os seguintes serviços: (i) exame das demonstrações financeiras de acordo com as práticas contábeis adotadas no Brasil, e com o padrão contábil internacional emitido pelo IASB - International Accounting Standards Boards para os exercícios sociais findos em 31 de dezembro de 2023, 2022 e 2021 (ii) a revisão do "Relatório de Sustentabilidade e do Inventário de Gases de Efeito Estufa", relativos aos anos calendário de 2023, 2022 e 2021, e revisão do formulário de referência relativo ao ano calendário 2023, 2022 e 2021.;No exercício social encerrado em 31 de dezembro de 2023, a KPMG auferiu R$2.608 mil relativos a serviços de auditora externa para a Cielo, controladas e FIDCs e R$ 333 mil relativos outros serviços prestados.;Não aplicável, tendo em vista que não houve substituição dos auditores.;Não aplicável, tendo em vista que não houve substituição dos auditores.
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;126904;Deloitte Touche Tohmatsu Auditores Independentes Ltda;;49928567000200;003859;Nacional;2021-12-30;;2022-01-01;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeirassocietárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estãoapresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e asespecificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da Deloitte:1. Revisão das Informações Financeiras trimestrais2. Auditoria das Demonstrações Financeiras anuais3. Revisão do Relatório de Controle Patrimonial - RCP4. Auditoria das Demonstrações Financeiras Regulatórias;Em 2023, a Deloitte prestou serviços de auditoria pelo montante R$ 6.395.112,75, dos quais R$ 4.209.727,26 referem-se à auditoria das demonstrações financeiras (incluindo revisões trimestrais) e R$ 2.185.385,49 referem-se a outros serviços relacionados à auditoria, tais como revisão da tradução dos demonstrativos para inglês, relatório de asseguração limitada sobre Covenants, revisão das projeções dos fluxos de caixa para fins de pagamento de dividendos, auditoria de demonstrações regulatórias e procedimentos previamente acordados sobre relatório controle patrimonial, relatório de asseguração limitada do Relatório Anual de Sustentabilidade e Relatório Integrado e relatório de asseguração razoável sobre a compilação de informações financeiras Pro Forma.;Não aplicável.;Não aplicável.
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;125924;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2014-04-30;;2014-04-30;Atualmente esta empresa, não presta mais serviços de auditoria externa para nossa companhia.;Valor pago pela holding Eletrobras;término da vigência do contrato;Não aplicável.
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;125925;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2019-04-02;;2019-04-02;A companhia conta com serviços de auditoria independente contratados pela holding para as demandas relacionadas à adequação de seus procedimentos, garantindo conformidade com as práticas contábeis adotadas no país pelo Comitê de Pronunciamentos Contábeis (CPC) e com a legislação pertinente.Auditoria das Demonstrações Financeiras anuais societárias e revisão das informações trimestrais societárias referentes aos trimestres encerrados em 31 de março, 30 de junho e 30 de setembro.;A Eletropar reembolsou a Eletrobras no exercício de 2023,  a importância total de R$ 22.866,92 pelos serviços de Auditoria Independentes prestados pela PWC.;A substituição da empresa de auditoria decorre de decisão da Administração da Companhia, não tendo sido causada por qualquer discordância de opinião ou insatisfação dos serviços em relação à empresa de auditoria que ora é substituída, tendo a PWC manifestado sua anuência quanto à justificativa da substituição.;Não há
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;125926;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2024-05-29;;2024-04-01;Auditoria das demonstrações contábeis, incluindo revisões das informações intermediárias - ITR, para fins CVM e Asseguração das Informações divulgadas no Relatório Anual de Sustentabilidade da Eletrobrás Participações S.A - Eletropar.;Não aplicável, os auditores serão remunerados no exercício de 2024.;Não aplicável.;Não aplicável.
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;127107;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2017-11-20;;2017-11-20;Os serviços prestados pelos auditores independentes foram: (a) auditoria e emissão de relatório sobre as demonstrações financeiras individuais e consolidadas para os exercícios sociais encerrados em 31 de dezembro de 2021, 2022 e 2023 (b) revisão limitada e emissão de relatório sobre as informações financeiras intermediárias individuais e consolidadas.;O montante total da remuneração dos auditores em decorrência dos serviços prestados do exercício social encerrado em 31 de dezembro de 2023 foi de R$805.289,28, correspondente aos serviços prestados de auditoria e revisão limitada, com emissão do relatório de auditoria sobre o exercício social encerrado no período de 31 de dezembro de 2023, e informações financeiras intermediárias individuais e consolidadas de 31 de março, 30 de junho e 30 de setembro de 2023.;Rotatividade obrigatória dos auditores independentes a cada cinco anos, conforme Instrução CVM nº 308.;Não aplicável.
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;127108;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2024-03-06;;2024-01-01;Os serviços a serem realizados pelos auditores independentes serão: (a) auditoria e emissão de relatório sobre as demonstrações financeiras individuais e consolidadas para os exercícios sociais encerrados em 31 de dezembro de 2024, 2025 e 2026 (b) revisão limitada e emissão de relatório sobre as informações financeiras intermediárias individuais e consolidadas.;O montante previsto da remuneração dos auditores em decorrência dos serviços a serem realizados no exercícios sociais de 31 de dezembro de 2024, 2025 e 2026 é de R$ 1.191.000,00, correspondente aos serviços de auditoria e revisão limitada, com emissão do relatório de auditoria sobre os exercícios sociais de 31 de dezembro de 2024, 2025 e 2026, e informações financeiras intermediárias individuais e consolidadas de 31 de março, 30 de junho e 30 de setembro de 2024, 2025 e 2026.;Não aplicável.;Não aplicável.
01.258.944/0001-26;2024-12-31;2;139644;RUMO MALHA SUL S.A.;125747;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2020-04-01;;2020-04-01;Os auditores independentes prestarão os seguintes serviços: (i) emissão de relatório de auditoria sobre as demonstrações financeiras da Rumo S.A. ("Companhia") e suas controladas, correspondentes ao exercício social a findar-se em 31 de dezembro de 2020, 2021 e 2022, preparadas de acordo com as práticas contábeis adotadas no Brasil ("BRGAAP") e as normas internacionais de relatório financeiro - International Financial Reporting Standards ("IFRS"), emitidas pelo International Accounting Standards Board ("IASB") (ii) revisão das informações financeiras intermediárias individuais e consolidadas relativas aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2020, 2021 e 2022, preparadas de acordo com o BRGAAP e as normas internacionais de contabilidade com o IFRS, emitida pelo IASB e (iii) Emissão de relatório de recomendações sobre deficiências de controles internos, de acordo com a instrução da CVM 308/99. Além dos serviços prestados de auditoria em 2022 a Ernst &Young prestou serviços não relacionados a auditoria, sendo (i) Emissão de relatório para fins do relatório anual de sustentabilidade e relatório sobre procedimentos pré-acordados. Veja abaixo os montantes dos trabalhos realizados.;No último exercício social, os auditores independentes auferiram honorários no valor de R$3.336 mil pelos serviços prestados à Companhia e suas controladas, sendo R$3.159 mil referentes a serviços de auditoria, e, R$177 mil referentes a serviços não relacionados à auditoria (i) relatório de sustentabilidade no valor de R$ 103 mil e relatório de procedimentos pré-acordados no valor de R$ 74 mil.;Interrupção dos serviços de auditoria em dezembro de 2023, devido ao auditor não se considerar mais independente em relação à Cosan, em função da prestação de determinados serviços de consultoria para uma sociedade investida da Cosan. Com o objetivo de buscar sinergias nos processos de auditoria independente do grupo econômico do qual a Companhia e suas controladas fazem parte, o Conselho de Administração da Rumo e os Conselhos de Administração de suas respectivas controladas aprovaram a contratação da BDO RCS AUDITORES INDEPENDENTES S/S LTDA. ("BDO") para conduzir os trabalhos de auditoria externa e emitir o relatório de auditoria sobre as demonstrações financeiras individuais e consolidadas.;Não aplicável
