CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;Luciana Paulo Ferreira;Diretor de Relações com Investidores
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;José Roberto Nogueira;Diretor Presidente
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Silvio Stagni;Diretor Presidente
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;Fabiana Lawant;Diretor de Relações com Investidores
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Kleber Cesar Silveira Gomes;Diretor Presidente
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;Marcelo da Silva;Diretor de Relações com Investidores
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;William Victor Kendrick de Matos Silva;Diretor Presidente
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;William Victor Kendrick de Matos Silva;Diretor de Relações com Investidores
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Gabriel Silva Lobo Leite;Diretor de Relações com Investidores
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Alexandre José Marqueti Fontes;Diretor Presidente
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;André Augusto Telles Moreira;Diretor Presidente
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Alexandre José Marqueti Fontes;Diretor Presidente
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;André Augusto Telles Moreira;Diretor Presidente
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;José Alexandre Costa de Freitas;Diretor Presidente
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;Antonio Amaro Ribeiro de Oliveira e Silva;Diretor de Relações com Investidores
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Eron Martins;Diretor Presidente/Relações com Investidores
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Eron Martins;Diretor de Relações com Investidores
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Tonny Salera Primeiro;Diretor Presidente
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Tonny Salera Primeiro;Diretor de Relações com Investidores
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;Gustavo Henrique Paganoto Moscatelli;Diretor Presidente/Relações com Investidores
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Antonio Simões Rodrigues Junior;Diretor Presidente
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;Guilherme Lelis Bernardo Machado;Diretor de Relações com Investidores
21.414.457/0001-12;2024-12-31;1;138199;LEADS CIA. SECURITIZADORA;MÁRCIO ALEXANDRE SAITO;Diretor de Relações com Investidores
21.414.457/0001-12;2024-12-31;1;138199;LEADS CIA. SECURITIZADORA;Julia Graziela de O. Freixo;Diretor Presidente
21.728.083/0001-00;2024-12-31;4;142061;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;Alexandre José Marqueti Fontes;Diretor Presidente
21.728.083/0001-00;2024-12-31;4;142061;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato, brasileira;Diretor de Relações com Investidores
21.728.083/0001-00;2024-12-31;4;142061;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;André Augusto Telles Moreira;Diretor Presidente
21.728.083/0001-00;2024-12-31;4;142061;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;EDWYN NEVES;Diretor de Relações com Investidores
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;FELIPE GOTTLIEB;Diretor Presidente
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;FELIPE GOTTLIEB;Diretor Presidente
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;EDWYN NEVES;Diretor de Relações com Investidores
22.163.297/0001-49;2024-12-31;1;138051;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Alberto Luiz Lodi;Diretor Presidente
22.163.297/0001-49;2024-12-31;1;138051;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Julio Cezar Moreira de Amorim;Diretor de Relações com Investidores
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Gilberto Moura Valle Filho;Diretor Presidente
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Carlos Eduardo de Moraes Barros Junior;Diretor de Relações com Investidores
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Carlos Ivan Camargo de Colón;Diretor Presidente
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Pérsio Pimentel Pinto Ravena;Diretor de Relações com Investidores
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;Gustavo Bastide Horbach;Diretor Presidente
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Felipe Vasconcelos Soares Montenegro Mattos;Diretor Presidente
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Eduardo Costa Oliveira;Diretor de Relações com Investidores
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Carlos Calleja Hakker;Diretor Presidente
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;ALINE PACHECO PELUCIO;Diretor de Relações com Investidores
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;Antoine Paul Andre Reymondon;Diretor de Relações com Investidores
23.096.269/0001-19;2024-12-31;1;138394;RIO PARANA ENERGIA S.A.;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;Diretor de Relações com Investidores
23.096.269/0001-19;2024-12-31;1;138394;RIO PARANA ENERGIA S.A.;EVANDRO LEITE VASCONCELOS;Diretor Presidente
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Alexandre Araújo Elias Veiga;Diretor Presidente
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;Felipe Enck Gonçalves;Diretor de Relações com Investidores
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;José Cezário Menezes de Barros Sobrinho;Diretor de Relações com Investidores
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Gustavo Henrique Braga Couto;Diretor Presidente
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;José Cezário Menezes de Barros Sobrinho;Diretor de Relações com Investidores
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Denis Marcel Ferreira;Diretor Presidente
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Danilo Donati Perez;Diretor de Relações com Investidores
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Rodrigo Fairbanks von Uhlendorff;Diretor Presidente
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;João Luís Ramos Hopp;Diretor de Relações com Investidores
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;FELIPE CARDOSO DE GUSMÃO CUNHA;Diretor de Relações com Investidores
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;ALEXANDRE HONORE MARIE THIOLLIER NETO;Diretor Presidente
24.624.490/0001-65;2024-12-31;3;142055;ARGO TRANSMISSÃO DE ENERGIA S/A;Simone Aparecida Borsato;Diretor de Relações com Investidores
24.624.490/0001-65;2024-12-31;3;142055;ARGO TRANSMISSÃO DE ENERGIA S/A;Alexandre José Marqueti Fontes;Diretor Presidente
24.624.490/0001-65;2024-12-31;3;142055;ARGO TRANSMISSÃO DE ENERGIA S/A;André Augusto Telles Moreira;Diretor Presidente
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;João Paulo Sanches Maia;Diretor Presidente
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Luís Gustavo Ferrz Antunes;Diretor de Relações com Investidores
24.962.466/0001-36;2024-12-31;2;139365;RUMO MALHA NORTE S.A.;Pedro Marcus Lira Palma;Diretor Presidente
24.962.466/0001-36;2024-12-31;2;139365;RUMO MALHA NORTE S.A.;Rafael Bergman;Diretor de Relações com Investidores
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;Jesuíno Martins Borges Filho;Diretor Presidente
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;Tulio Jose Pitol de Queiroz;Diretor de Relações com Investidores
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;Fernando Ferraz de Toledo Machado;Diretor Presidente
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;João Marcos Bezerra;Diretor de Relações com Investidores
25.369.840/0001-57;2024-12-31;4;141606;COMERC ENERGIA S.A.;Andre Dorf;Diretor Presidente
25.369.840/0001-57;2024-12-31;4;141606;COMERC ENERGIA S.A.;Fernando Souza Oliveira;Diretor de Relações com Investidores
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;EDUARDO ARROXELLAS VILLELA;Diretor de Relações com Investidores
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;JÚLIO CESAR GARCIA PIÑA RODRIGUES;Diretor Presidente
26.345.998/0001-50;2024-12-31;4;141706;TC S.A.;Thiago Henriques Fernandes;Diretor de Relações com Investidores
26.345.998/0001-50;2024-12-31;4;141706;TC S.A.;Pedro Geraldo Bernardo de Albuquerque Filho;Diretor Presidente
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Ralph Horn;Diretor Presidente
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sandra Esthy Attié Petzenbaum;Diretor de Relações com Investidores
26.609.050/0001-64;2024-12-31;1;137852;TRAVESSIA SECURITIZADORA S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor Presidente/Relações com Investidores
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;Fabio Itikawa;Diretor de Relações com Investidores
26.664.057/0001-89;2024-12-31;1;138743;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Jose Henrique de Avila;Diretor Presidente
26.664.057/0001-89;2024-12-31;1;138743;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;François Xavier Marie Gabriel Arhanchiague;Diretor de Relações com Investidores
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;Joseph Zwecker Junior;Diretor Presidente
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
26.982.634/0001-80;2024-12-31;1;139080;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;DIEGO JADÃO LIRA;Diretor Presidente
26.982.634/0001-80;2024-12-31;1;139080;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;LUIZ ALBERTO BONINI;Diretor de Relações com Investidores
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sergio Kariya;Diretor Presidente
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Renata Silva Vaz;Diretor de Relações com Investidores
27.137.879/0001-74;2024-12-31;5;139620;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;Felipe de Paula Joaquim;Diretor de Relações com Investidores
27.137.879/0001-74;2024-12-31;5;139620;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;Felipe de Paula Joaquim;Diretor Presidente
27.157.474/0001-06;2024-12-31;3;141599;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;André Pires de Oliveira Dias;Diretor de Relações com Investidores
27.157.474/0001-06;2024-12-31;3;141599;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Jacy do Prado Barbosa;Diretor Presidente
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;Franco Gerodetti Neto;Diretor de Relações com Investidores
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;André Aragão Martins Vieira;Diretor Presidente
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;André Aragão Martins Vieira;Diretor Presidente/Relações com Investidores
27.967.244/0001-02;2024-12-31;4;141926;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Joseph Zwecker Junior;Diretor Presidente
27.967.244/0001-02;2024-12-31;4;141926;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
28.019.100/0001-89;2024-12-31;2;139439;VIAPAULISTA S.A.;Álisson de Almeida Freire;Diretor Presidente
28.019.100/0001-89;2024-12-31;2;139439;VIAPAULISTA S.A.;Nilton Leonardo Fernandes de Oliveira;Diretor de Relações com Investidores
28.127.603/0001-78;2024-12-31;4;140465;BANESTES S.A. - BCO EST ESPIRITO SANTO;José Amarildo Casagrande;Diretor Presidente
28.127.603/0001-78;2024-12-31;4;140465;BANESTES S.A. - BCO EST ESPIRITO SANTO;Silvio Henrique Brunoro Grillo;Diretor de Relações com Investidores
28.152.650/0001-71;2024-12-31;2;140673;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Dyogenes Rosi;Diretor Presidente
28.152.650/0001-71;2024-12-31;2;140673;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Claudinei Almir Paris;Diretor de Relações com Investidores
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;Sergio Lulia Jacob;Diretor Presidente
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;Sergio Ricardo Borejo;Diretor de Relações com Investidores
28.201.130/0001-01;2024-12-31;1;138221;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Gabriel Mussi Moraes;Diretor Presidente
28.201.130/0001-01;2024-12-31;1;138221;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
28.594.234/0001-23;2024-12-31;7;141751;AUREN ENERGIA S.A.;Fabio Rogerio Zanfelice;Diretor Presidente
28.594.234/0001-23;2024-12-31;7;141751;AUREN ENERGIA S.A.;Mateus Gomes Ferreira;Diretor de Relações com Investidores
28.925.264/0001-75;2024-12-31;2;142075;COMPANHIA ENERGÉTICA JAGUARA;JOSÉ LUIZ JANSSON LAYDNER;Diretor Presidente
28.925.264/0001-75;2024-12-31;2;142075;COMPANHIA ENERGÉTICA JAGUARA;ROMARY DOS ANJOS SILVA;Diretor de Relações com Investidores
28.942.127/0001-49;2024-12-31;1;138031;COMPANHIA ENERGÉTICA MIRANDA;José Luiz Jansson Laydner;Diretor Presidente
28.942.127/0001-49;2024-12-31;1;138031;COMPANHIA ENERGÉTICA MIRANDA;Romary dos Anjos Silva;Diretor de Relações com Investidores
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Gustavo Machado Mascarenhas;Diretor Presidente/Relações com Investidores
29.884.545/0001-90;2024-12-31;3;139870;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
29.884.545/0001-90;2024-12-31;3;139870;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;Julio Cezar Moreira de Amorim;Diretor de Relações com Investidores
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;MARCELO CAPANEMA MANSUR;Diretor Presidente/Relações com Investidores
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;ANDRÉ PONCE DE LEON ARRUDA;Diretor Presidente
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;JAMES THURSTON LYNCH JUNIOR;Diretor de Relações com Investidores
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Alexandre Wolynec;Diretor de Relações com Investidores
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Ubirajara Spessotto de Camargo Freitas;Diretor Presidente
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Renato Hermann Cohn;Diretor de Relações com Investidores
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Roberto Balls Sallouti;Diretor Presidente
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;José Luiz Abicalil;Diretor Presidente/Relações com Investidores
31.001.230/0001-07;2024-12-31;2;141585;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;Luiz Carlos Leite;Diretor de Relações com Investidores
31.001.230/0001-07;2024-12-31;2;141585;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;Não aplicável;Diretor Presidente
31.001.230/0001-07;2024-12-31;2;141585;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;MARCUS HANSEN BALATA;Diretor de Relações com Investidores
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Victor Pereira Noda;Diretor Presidente
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Marcelo Rodrigues Marques;Diretor de Relações com Investidores
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Fabiano Oliveira Ferreira;Diretor Presidente
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Marcus José de Almeida Albernaz;Diretor de Relações com Investidores
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Luiz Felipe Coutinho Martins Filho;Diretor Presidente/Relações com Investidores
32.161.500/0001-00;2024-12-31;2;139879;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;Guilherme Motta Gomes;Diretor Presidente/Relações com Investidores
32.431.519/0001-10;2024-12-31;2;139496;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;Pedro Cunha Fiuza;Diretor Presidente
32.431.519/0001-10;2024-12-31;2;139496;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;Luciano Jun Fujii;Diretor de Relações com Investidores
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;André Luiz Chieppe;Diretor de Relações com Investidores
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Patrícia Poubel Chieppe;Diretor Presidente
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Fábio Colletti Barbosa;Diretor Presidente
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Guilherme Strano Castellan;Diretor de Relações com Investidores
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Magda Maria de Regina Chambriard;Diretor Presidente
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Carlos Alberto Rechelo Neto;Diretor de Relações com Investidores
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Fernando Melgarejo;Diretor de Relações com Investidores
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Roberto Correa;Diretor Presidente/Relações com Investidores
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Luiz Carlos de Araújo;Diretor de Relações com Investidores
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Gustavo Henrique Diniz de Araújo;Diretor Presidente
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Renato Horta Franklin;Diretor Presidente
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Sérgio Augusto França Leme;Diretor de Relações com Investidores
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Benjamin Steinbruch;Diretor Presidente
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Antonio Marco Campos Rabello;Diretor de Relações com Investidores
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Francesco Tutoli;Diretor de Relações com Investidores
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Anna Paula Hiotte Pacheco;Diretor Presidente
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Roberto Sartori;Diretor Presidente
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;YUEHUI PAN;Diretor de Relações com Investidores
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;ROBERTO SARTORI;Diretor de Relações com Investidores
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;FLAVIA COUTINHO MARTINS;Diretor Presidente
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;FLAVIA COUTINHO MARTINS;Diretor de Relações com Investidores
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Rafael Ziggiatti;Diretor de Relações com Investidores
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Ilson Roque Bressan;Diretor Presidente
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Olavo Regal Maia Mendes Vaz;Diretor de Relações com Investidores
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Fernando Fleury Salek;Diretor Presidente
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Michael Robert Connell;Diretor de Relações com Investidores
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Carlos Eduardo Ripper Vianna Filho;Diretor de Relações com Investidores
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Renato Bezerra de Mello de Vasconcelos;Diretor Presidente
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;LEANDRO CARDOSO MASSA;Diretor de Relações com Investidores
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;FERNANDO MAURICIO ARAUJO GUIMARÃES;Diretor Presidente
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Marcos Marinho Lutz;Diretor Presidente
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Rodrigo de Almeida Pizzinatto;Diretor de Relações com Investidores
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;ANTONIO CARLOS DOS SANTOS;Diretor de Relações com Investidores
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;AGUINALDO BALLON;Diretor Presidente
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Marcos Pessôa de Queiroz Falcão;Diretor Presidente/Relações com Investidores
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Fabio Bergman;Diretor Presidente/Relações com Investidores
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;Paulo Henrique Oliveira de Menezes;Diretor de Relações com Investidores
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;Jorge Luiz Cruz Monteiro;Diretor Presidente
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Ricardo Dell Aquila Mussa;Diretor Presidente
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;José Maria de Campos Maia Netto;Diretor de Relações com Investidores
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Guilherme Luiz do Val;Diretor Presidente
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;EDUARDO HAIAMA;Diretor de Relações com Investidores
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;João Henrique de Araújo Franklin Neto;Diretor Presidente
