CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;314013;Capital Subscrito;2023-10-31;7067586256.05;Não Aplicável;499362292202;0;499362292202
02.016.507/0001-69;2024-12-31;1;135512;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;314014;Capital Integralizado;2023-10-31;7067586256.05;Não Aplicável;499362292202;0;499362292202
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;321223;Capital Emitido;2024-08-15;6226769819.00;N/A;622676981900;0;622676981900
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;321224;Capital Subscrito;2024-08-15;6226769819.00;N/A;622676981900;0;622676981900
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;321225;Capital Integralizado;2024-08-15;6226769819.00;N/A;622676981900;0;622676981900
02.031.413/0001-69;2024-12-31;2;141433;PETRO RIO JAGUAR PETRÓLEO S.A.;321226;Capital Autorizado;2024-08-15;3773230181.00;N/A;0;0;0
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;322539;Capital Emitido;2024-04-29;12689598260.00;;32872880971;0;32872880971
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;322540;Capital Subscrito;2024-04-29;12689598260.00;;32872880971;0;32872880971
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;322541;Capital Integralizado;2024-04-29;12689598260.00;;32872880971;0;32872880971
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;322542;Capital Autorizado;2024-07-18;99994.00;;0;0;0
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;319612;Capital Emitido;2023-04-28;4509000.00;12 meses;8184478719;0;8184478719
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;319613;Capital Integralizado;2024-07-18;134462157.65;18/07/2024;7513398999435;0;7513398999435
02.062.747/0001-08;2024-12-31;2;139763;SUDESTE S.A.;319614;Capital Subscrito;2024-07-18;150000.00;5 DIAS;8586934121;0;0
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;323261;Capital Emitido;2021-10-20;8500000000.00;;646586060;0;646586060
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;323262;Capital Subscrito;2021-10-20;8500000000.00;;646586060;0;646586060
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;323263;Capital Integralizado;2021-10-20;8500000000.00;;646586060;0;646586060
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;323264;Capital Autorizado;2021-10-20;0.00;;108279858;0;108279858
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;315909;Capital Emitido;2004-03-29;49646147.70;;52437003;0;52437003
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;315910;Capital Subscrito;2004-03-29;49646147.70;;52437003;0;52437003
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;315911;Capital Integralizado;2004-03-29;49646147.70;;52437003;0;52437003
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;315912;Capital Subscrito;1997-12-17;0.00;;200000000;0;200000000
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;320437;Capital Integralizado;2024-06-04;389132541.54;;103538833;5771805;109310638
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;315335;Capital Subscrito;1997-09-10;2609030.00;10/09/1997;2609000;30;2609030
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;322512;Capital Integralizado;2023-04-19;4665090000.00;;116574000;116574000;233148000
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;322743;Capital Emitido;2021-08-23;911973380.01;;362049609;0;362049609
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;322744;Capital Subscrito;2021-08-23;911973380.01;;362049609;0;362049609
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;322745;Capital Integralizado;2021-08-23;911973380.01;;362049609;0;362049609
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;322746;Capital Autorizado;2021-08-23;911973380.01;;362049609;0;362049609
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;314889;Capital Integralizado;2004-08-31;191422963.24;;246385991;66034745;312420736
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;316751;Capital Integralizado;2022-11-11;3579758866.98;;28313622;27649471;55963093
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;317179;Capital Emitido;2023-12-31;2085955120.69;;359040238;0;0
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;317180;Capital Integralizado;2023-12-31;2085955120.69;;359040238;0;0
02.286.479/0001-08;2024-12-31;1;138772;LOCALIZA FLEET S.A.;317181;Capital Subscrito;2022-12-31;2085955120.69;;359040238;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;315950;Capital Autorizado;1997-12-10;1100000.00;;100000;0;100000
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;320430;Capital Emitido;2015-12-29;596669107.23;;39091735037;0;39091735037
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;320431;Capital Subscrito;2015-12-29;596669107.23;;39091735037;0;39091735037
02.302.100/0001-06;2024-12-31;2;140674;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;320432;Capital Integralizado;2015-12-29;596669107.23;;39091735037;0;39091735037
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;323217;Capital Integralizado;1999-04-26;285411308.35;;14705370;22241714;36947084
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;323218;Capital Autorizado;1997-12-22;1116050000.00;;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;320607;Capital Emitido;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;320608;Capital Subscrito;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;320609;Capital Integralizado;2008-03-31;952491950.00;;91880972;101878293;193759265
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;320610;Capital Autorizado;2008-03-31;2000000000.00;;91880972;101878293;193759265
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;318192;Capital Emitido;2024-04-29;6499318.62;Não aplicável;10764414;0;10764414
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;318193;Capital Integralizado;2024-04-29;6499318.62;Não aplicável;10764414;0;10764414
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;318194;Capital Subscrito;2024-04-29;6499318.62;Não aplicável;10764414;0;10764414
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;322824;Capital Emitido;2024-02-22;438838916.13;;66002915;0;66002915
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;322825;Capital Subscrito;2024-02-22;438838916.13;;66002915;0;66002915
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;322826;Capital Integralizado;2024-02-22;438838916.13;;66002915;0;66002915
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;322827;Capital Autorizado;2024-02-22;125914654.00;;66002915;0;66002915
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;321757;Capital Integralizado;2024-04-30;2944491711.29;;596886478;0;596886478
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;321758;Capital Emitido;2024-04-30;2944491711.29;;596886478;0;596886478
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;321759;Capital Subscrito;2024-04-30;2944491711.29;;596886478;0;596886478
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;321760;Capital Autorizado;2021-01-26;5000000000.00;;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;316542;Capital Emitido;2018-03-15;73435885.26;180 dias contados de 15/03/18;2576438;0;2576438
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;316543;Capital Subscrito;2018-03-15;73435885.26;180 dias contados de 15/03/18;2576438;0;2576438
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;316544;Capital Integralizado;2018-03-15;73435885.26;;2576438;0;2576438
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;320530;Capital Autorizado;2021-03-31;0.00;-;135000000;0;135000000
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;320531;Capital Emitido;2024-04-10;138441637.70;-;79469626;0;79469626
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;320532;Capital Subscrito;2024-04-10;138441637.70;-;79469626;0;79469626
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;320533;Capital Integralizado;2024-04-10;138441637.70;-;79469626;0;79469626
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;320517;Capital Emitido;2021-02-10;376353295.59;;342985643;0;342985643
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;320518;Capital Subscrito;2021-02-10;376353295.59;;342985643;0;342985643
02.382.073/0001-10;2024-12-31;2;140746;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;320519;Capital Integralizado;2021-02-10;376353295.59;;342985643;0;342985643
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;322976;Capital Emitido;2023-07-19;12560951962.49;;1854868949;0;1854868949
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;322977;Capital Integralizado;2023-07-19;12560951962.49;;1854868949;0;1854868949
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;322978;Capital Autorizado;2023-07-19;3500000000.00;;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;322979;Capital Subscrito;2023-07-19;12560951962.49;;1854868949;0;1854868949
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;321215;Capital Emitido;2023-02-28;202524938.05;;85060474;0;85060474
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;321216;Capital Integralizado;2023-02-28;202524938.05;;85060474;0;85060474
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;321217;Capital Subscrito;2023-02-28;202524938.05;;85060474;0;85060474
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;321218;Capital Autorizado;2010-03-26;500000000.00;;85060474;0;85060474
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;322547;Capital Emitido;1998-02-11;13477890507.55;Indeterminado;2420804398;0;2420804398
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;320842;Capital Emitido;2019-06-27;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;320843;Capital Subscrito;2019-06-27;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;320844;Capital Integralizado;2006-04-28;9435625759.75;Não aplicável;1152254440;0;1152254440
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;320845;Capital Autorizado;2021-04-30;0.00;Não aplicável;365660306;0;365660306
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;319615;Capital Emitido;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;319616;Capital Subscrito;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;319617;Capital Integralizado;2010-04-30;246750000.00;30/04/2010;175000000;0;175000000
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;323177;Capital Emitido;2018-12-07;4902647710.37;Não aplicável;815927740;0;815927740
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;323178;Capital Subscrito;2018-12-07;4902647710.37;Não aplicável;815927740;0;815927740
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;323179;Capital Integralizado;2018-12-07;4902647710.37;Não aplicável;815927740;0;815927740
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;323180;Capital Autorizado;2018-12-07;2097352289.63;Não aplicável;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;319374;Capital Emitido;2024-04-29;10143594524.33;;930283300728;1720204793215;2650488093943
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;319375;Capital Subscrito;2024-04-29;10143594524.33;;930283300728;1720204793215;2650488093943
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;319376;Capital Integralizado;2024-04-29;10143594524.33;;930283300728;1720204793215;2650488093943
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;319377;Capital Autorizado;2024-04-29;1200000000.00;;0;0;0
02.509.491/0001-26;2024-12-31;1;138048;CONC ECOVIAS IMIGRANTES S.A.;315518;Capital Autorizado;2003-03-28;367016870.00;;52965000;0;52965000
02.509.491/0001-26;2024-12-31;1;138048;CONC ECOVIAS IMIGRANTES S.A.;315519;Capital Emitido;2001-12-20;314051870.00;;270386120;0;270386120
02.509.491/0001-26;2024-12-31;1;138048;CONC ECOVIAS IMIGRANTES S.A.;315520;Capital Subscrito;2001-12-20;314051870.00;;270386120;0;270386120
02.509.491/0001-26;2024-12-31;1;138048;CONC ECOVIAS IMIGRANTES S.A.;315521;Capital Integralizado;2001-12-20;302547396.60;;262452000;0;262452000
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;320200;Capital Emitido;2018-10-26;196203425.02;N/A;6729518;4297542;11027060
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;320201;Capital Subscrito;2018-10-26;196203425.02;N/A;6729518;4297542;11027060
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;320202;Capital Integralizado;2018-10-26;196203425.02;N/A;6729518;4297542;11027060
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;316037;Capital Emitido;2024-01-24;62071415865.09;Não se aplica;1652588360;0;1652588360
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;316038;Capital Subscrito;2024-01-24;62071415865.09;Não se aplica;1652588360;0;1652588360
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;316039;Capital Integralizado;2024-01-24;62071415865.09;Não se aplica;1652588360;0;1652588360
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;316040;Capital Autorizado;2014-11-06;0.00;;1850000000;0;1850000000
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;319939;Capital Emitido;2023-05-16;451290539.26;;62783494;0;62783494
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;319940;Capital Subscrito;2023-05-16;451290539.26;;62783494;0;62783494
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;319941;Capital Integralizado;2023-05-16;451290539.26;;62783494;0;62783494
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;315220;Capital Emitido;2024-04-29;16205935.00;Não aplicável;815;1470;2285
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;315221;Capital Subscrito;2024-04-29;16205935.00;Não aplicável;815;1470;2285
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;315222;Capital Integralizado;2024-04-29;16205935.00;Até 31 de dezembro de 2024;815;1470;2285
02.600.854/0001-34;2024-12-31;2;140531;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;320327;Capital Integralizado;2022-03-23;8227356500.00;;15865086849;0;15865086849
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;319946;Capital Emitido;2023-10-03;1079191949.03;;303541864;0;303541864
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;319947;Capital Subscrito;2023-10-03;1079191949.03;;303541864;0;303541864
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;319948;Capital Integralizado;2023-10-03;1079191949.03;;303541864;0;303541864
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;319949;Capital Autorizado;2023-10-03;0.00;;97757000;0;97757000
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;315201;Capital Integralizado;2023-04-26;2002000.00;;526306;0;526306
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;315820;Capital Emitido;2017-07-14;356735500.00;;11000;0;11000
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;315821;Capital Subscrito;2017-07-14;356735500.00;;11000;0;11000
02.724.983/0001-34;2024-12-31;1;138513;SANESALTO SANEAMENTO S.A.;316561;Capital Integralizado;2023-04-28;5353441.27;;5353441;0;5353441
02.762.113/0001-50;2024-12-31;1;138149;BRAZILIAN FINANCE E REAL ESTATE S.A.;315762;Capital Emitido;2014-12-30;107661784.69;;239;478;717
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;321952;Capital Emitido;2023-03-16;1879484344.39;16/03/2023;864170369;0;864170369
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;321953;Capital Subscrito;2023-03-16;1879484344.39;16/03/2023;864170369;0;864170369
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;321954;Capital Integralizado;2023-03-16;1879484344.39;16/03/2023;864170369;0;864170369
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;321955;Capital Autorizado;2022-07-28;0.00;;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;315439;Capital Emitido;2014-04-28;726202.62;;2761620;0;2761620
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;315440;Capital Subscrito;2014-04-28;726202.62;;2761620;0;2761620
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;315441;Capital Integralizado;2014-04-28;726202.62;;2761620;0;2761620
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316655;Capital Integralizado;2021-04-30;0.00;;36218984;0;36218984
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316656;Capital Integralizado;2014-08-08;965570.67;;36147533;0;36147533
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316657;Capital Integralizado;2014-01-17;957570.67;;36139533;0;36139533
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316658;Capital Integralizado;2013-04-25;615951.25;;23246525;0;23246525
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316659;Capital Integralizado;2012-04-25;560951.25;;21170778;0;21170778
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;316660;Capital Integralizado;2011-04-29;470951.25;;17774101;0;17774101
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;315443;Capital Emitido;2015-04-27;1320950.34;;1935716;0;1935716
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;315444;Capital Subscrito;2015-04-27;1320950.34;;1935716;0;1935716
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;315445;Capital Integralizado;2015-04-27;1320950.34;;1935716;0;1935716
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;321132;Capital Autorizado;2020-08-17;0.00;;3000000000;0;3000000000
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;321133;Capital Subscrito;2020-02-11;7667615402.90;;1876606210;0;1876606210
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;321134;Capital Integralizado;2020-02-11;7667615402.90;;1876606210;0;1876606210
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;320670;Capital Autorizado;2020-01-10;0.00;;1010000000;0;1010000000
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;320671;Capital Emitido;2017-02-09;6126100230.54;;2020000000;0;2020000000
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;320672;Capital Subscrito;2017-02-09;6126100230.54;;2020000000;0;2020000000
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;320673;Capital Integralizado;2017-02-09;6126100230.54;;2020000000;0;2020000000
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;318434;Capital Subscrito;2015-06-25;243022170.40;;67412629;0;67412629
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;318435;Capital Integralizado;2015-06-25;243022170.40;;67412629;0;67412629
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;323227;Capital Emitido;2022-05-11;23631071304.24;;2218116370;0;2218116370
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;323228;Capital Subscrito;2022-05-11;23631071304.24;;2218116370;0;2218116370
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;323229;Capital Integralizado;2022-05-11;23631071304.24;;2218116370;0;2218116370
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;323230;Capital Autorizado;2016-04-29;0.00;;1375853183;0;1375853183
02.919.555/0001-67;2024-12-31;1;138269;ARTERIS S.A.;316018;Capital Emitido;2021-09-21;5353847554.64;;760338899;0;760338899
02.919.555/0001-67;2024-12-31;1;138269;ARTERIS S.A.;316019;Capital Subscrito;2021-09-21;5353847554.64;;760338899;0;760338899
02.919.555/0001-67;2024-12-31;1;138269;ARTERIS S.A.;316020;Capital Integralizado;2021-09-21;5353847554.64;;760338899;0;760338899
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;323265;Capital Emitido;2024-04-23;9705885774.56;;633420823;0;633420823
