CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Conselho de Administração;3.42;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Conselho de Administração;2.50;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.50;1.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.67;1.17;0.100000;18.90;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.17;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.58;1.00;0.110000;20.10;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.50;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.67;1.00;3.180000;20.10;20.10;20.10
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;1.00;0.800000;32.15;0.00;0.00
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;12.00;1.00;0.100000;18.62;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.58;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.00;2.104000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;2.00;1.104000;21.04;0.00;20.87
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;2.00;0.382000;21.41;0.00;21.41
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;1.00;0.082000;21.41;0.00;21.41
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;3.00;67.000000;518.00;436.00;0.00
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;5.00;45.000000;201.00;2008.00;0.00
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;7.58;5.75;93.000000;2054.00;2032.00;0.00
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;2.00;1.600000;778.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Diretoria Estatutária;3.33;3.33;0.000000;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;0.000000;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0.000000;7.19;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;6.92;10.70;5.66
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.33;4.33;0.000000;6.92;7.75;5.66
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;10.40;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;6.28;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.030000;4.01;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.020000;3.89;0.00;3.55
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.25;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.050000;3.75;0.00;3.53
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.003000;6.19;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0.000000;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.91;1.00;0.360000;45.00;0.00;45.78
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.75;0.00;0.000000;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.140000;7.61;0.00;6.01
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.060000;16.21;16.39;9.09
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.050000;20.36;0.00;8.74
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;1.220000;22.58;0.00;59.83
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;1.130000;25.34;0.00;0.00
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;55.92;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.42;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;3.67;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;4.00;0.260000;0.00;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;1.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;0.240000;6.50;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;17.52
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;21.64
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.83;7.83;0.000000;0.00;0.00;25.37
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;24.50
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;7.83;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.83;4.83;7.000000;5.71;10.05;7.65
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;1.220000;26964456.79;2495141.09;1423605.00
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1.090000;41360755.16;0.00;0.00
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;1.050000;31135743.39;0.00;238262.80
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;7.00;3.180000;23.59;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;7.00;3.180000;17.32;17.32;17.32
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;3.180000;20.10;20.10;20.10
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;3.00;3.00;0.015000;1.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;3.00;3.00;0.023000;1.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;3.00;3.00;0.178000;1.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
