CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.91;0.00;0;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;2864769;5.40;0.00;15469752.60
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1350150;7.47;13.36;-7952383.50
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Diretoria Estatutária;3.75;2.00;1527690;4.82;17.04;-18668371.80
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;162611;13.31;11.44;304082.57
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.75;5.75;0;0.00;0.00;0.00
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;4.17;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.02;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.75;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;7.00;205205;32.16;32.16;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;4.00;1136064;0.00;6.64;-7543464.96
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;3.08;2516764;0.00;6.64;-16711312.96
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;83950;0.00;25.91;-2175144.50
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.83;0.00;0;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;0;0.00;0.00;0.00
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;1.00;49977;0.00;21.76;-1087499.52
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;10.00;420000;0.00;20.58;-8643600.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;2.00;580000;17.92;26.14;-4767600.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.66;3.00;812000;17.11;45.89;-23369360.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.92;4.00;913500;14.83;64.33;-45218250.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;152000;15.68;40.69;-3801520.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;1989465;0.00;11.39;-22660006.35
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;151687;23.45;0.00;3557060.15
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;593592;12.59;12.25;201821.28
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.00;125137;32.16;32.16;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;3.00;58516;0.00;3.81;-222945.96
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.70;11.70;1537113;0.00;3.73;-5733431.49
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;2.00;31129;0.00;9.22;-287009.38
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.75;13.17;831621;0.00;9.29;-7725759.09
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;2.00;23100;0.00;9.04;-208824.00
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;13.17;13.17;459126;0.00;9.04;-4150499.04
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Conselho de Administração;11.00;11.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;3.00;36124;0.00;24.49;-884676.76
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;3.00;44247;0.00;30.90;-1367232.30
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;3.17;644649;10.85;12.08;-792918.27
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;3.00;413412;11.65;9.33;959115.84
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.33;4.33;1148776;6.77;8.88;-2423917.36
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.00;2.00;11872;17.21;15.26;23150.40
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.00;3.00;209855;18.25;15.13;654747.60
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;13.00;9.00;300915;18.25;15.13;938854.80
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.67;2.00;699536;18.16;14.21;2763167.20
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;13.50;11.00;2420667;16.74;14.08;6438974.22
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Diretoria Estatutária;2.00;2.00;269621;24.14;0.00;6508650.94
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;459957;18.99;14.24;2184795.75
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;413975;20.87;16.12;1966381.25
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;850095;11.06;18.15;-6027173.55
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;375850;0.00;21.95;-8249907.50
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;610975;0.00;24.44;-14932229.00
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;265300;0.00;26.56;-7046368.00
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.92;5.92;599550;0.00;26.57;-15930043.50
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;2021-01-01;2021-12-31;Conselho de Administração;5.00;2.00;118104;1.02;1.02;0.00
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;99058;1.21;1.21;0.00
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;270140;0.44;0.44;0.00
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;1498589;7.42;8.42;-1498589.00
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;2.00;448192;16.08;18.49;-1080142.72
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;124749;20.03;16.64;422899.11
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;3.00;64225;3.26;2.82;28259.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;4.00;182400;3.62;3.02;109440.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;0.00;0;0.00;0.00;0.00
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
