CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Exterior;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Nordeste;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Norte;0;0;0
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Sudeste;0;3;3
02.217.319/0001-07;2024-12-31;6;141884;YBYRÁ CAPITAL S.A.;Sul;0;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Centro-Oeste;2;3;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Exterior;1;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Nordeste;2;2;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Norte;0;0;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sudeste;19;5;0
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;Sul;1017;808;50
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Centro-Oeste;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Exterior;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Nordeste;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Norte;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sudeste;0;6;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Sul;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Centro-Oeste;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Exterior;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Nordeste;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Norte;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sudeste;0;0;0
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sul;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Centro-Oeste;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Exterior;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Nordeste;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Norte;0;0;0
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sudeste;29;157;190
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sul;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Centro-Oeste;25;61;12
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Exterior;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Nordeste;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Norte;0;0;0
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Sudeste;870;2614;337
02.328.280/0001-97;2024-12-31;2;140925;ELEKTRO REDES S.A.;Sul;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Centro-Oeste;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Exterior;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Nordeste;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Norte;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Sudeste;0;0;0
02.338.534/0001-58;2024-12-31;2;139125;LONGDIS S.A.;Sul;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Centro-Oeste;0;2;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Exterior;0;0;0
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Nordeste;28;42;6
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Norte;26;34;2
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Sudeste;289;604;144
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;Sul;201;318;64
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Centro-Oeste;25;31;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Exterior;1;0;0
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Nordeste;81;64;1
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Norte;9;9;1
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Sudeste;1093;1295;53
02.351.877/0001-52;2024-12-31;3;141645;LWSA S/A;Sul;644;529;10
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Centro-Oeste;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Exterior;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Nordeste;0;1;1
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Norte;0;0;0
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sudeste;12;39;9
02.357.251/0001-53;2024-12-31;1;138502;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sul;117;217;25
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Centro-Oeste;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Exterior;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Nordeste;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Norte;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Sudeste;0;0;0
02.365.069/0001-44;2024-12-31;2;140760;PADTEC HOLDING S.A.;Sul;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Centro-Oeste;366;948;112
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Exterior;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Nordeste;0;0;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Norte;1;4;0
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Sudeste;495;2216;474
02.387.241/0001-60;2024-12-31;7;142056;RUMO S.A.;Sul;637;2501;471
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Centro-Oeste;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Exterior;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Nordeste;2;12;1
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Norte;0;0;0
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Sudeste;20;64;9
02.397.080/0001-96;2024-12-31;2;141431;ITAPEBI GERACAO DE ENERGIA S.A.;Sul;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Centro-Oeste;91;257;17
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Exterior;0;0;0
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Nordeste;136;492;86
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Norte;79;168;8
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Sudeste;1379;5604;628
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;Sul;173;454;58
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Centro-Oeste;0;8;2
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Exterior;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Nordeste;3;19;2
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Norte;0;0;0
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Sudeste;2821;7545;1143
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;Sul;816;3456;392
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Centro-Oeste;2;26;3
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Exterior;0;0;0
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Nordeste;31;110;10
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Norte;0;21;1
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Sudeste;4;68;8
02.474.103/0001-19;2024-12-31;6;142134;ENGIE BRASIL ENERGIA S.A.;Sul;129;608;78
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Centro-Oeste;359;850;52
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Exterior;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Nordeste;0;0;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Norte;3;3;0
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Sudeste;626;2476;353
02.502.844/0001-66;2024-12-31;4;139645;RUMO MALHA PAULISTA S.A.;Sul;755;2530;307
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Centro-Oeste;21;17;9
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Exterior;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Nordeste;913;2684;997
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Norte;0;0;0
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Sudeste;1654;4119;1588
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;Sul;109;116;70
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Centro-Oeste;363;1222;167
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Exterior;0;0;0
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Nordeste;1029;2514;280
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Norte;195;367;32
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Sudeste;3602;14568;2287
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;Sul;1693;4289;645
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Exterior;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Nordeste;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Norte;0;0;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Sudeste;0;2;0
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;Sul;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Centro-Oeste;1379;1903;646
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Exterior;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Nordeste;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Norte;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Sudeste;423;862;226
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Sul;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Centro-Oeste;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Exterior;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Nordeste;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Norte;0;0;0
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Sudeste;5;38;4
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;Sul;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Exterior;0;0;0
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Nordeste;5;42;4
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Norte;96;224;43
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Sudeste;437;1701;578
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;Sul;14;76;52
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Exterior;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Nordeste;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Norte;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Sudeste;0;0;0
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;Sul;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Exterior;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Nordeste;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Norte;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Sudeste;0;0;0
02.796.775/0001-40;2024-12-31;1;138021;GAMA PARTICIPACOES S.A.;Sul;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Centro-Oeste;732;2117;409
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Exterior;0;0;0
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Nordeste;676;2407;334
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Norte;184;398;40
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Sudeste;2822;7552;1295
02.800.026/0001-40;2024-12-31;6;141393;COGNA EDUCAÇÃO S.A.;Sul;1068;3135;384
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Centro-Oeste;228;459;48
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Exterior;0;0;0
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Nordeste;363;967;56
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Norte;0;0;0
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Sudeste;3888;9127;1393
02.846.056/0001-97;2024-12-31;9;141095;CCR S.A.;Sul;496;597;107
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Centro-Oeste;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Exterior;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Nordeste;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Norte;0;0;0
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Sudeste;31;44;13
02.860.694/0001-62;2024-12-31;2;139212;T4F ENTRETENIMENTO S.A.;Sul;0;0;0
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Centro-Oeste;19217;4116;15195
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Exterior;26762;61233;33386
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Nordeste;3175;363;1203
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Norte;3921;577;3615
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Sudeste;23919;5482;14639
02.916.265/0001-60;2024-12-31;6;142151;JBS S.A.;Sul;27928;7133;22019
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Centro-Oeste;2626;5244;644
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Exterior;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Nordeste;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Norte;0;0;0
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Sudeste;492;1091;134
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Sul;9;30;31
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Centro-Oeste;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Exterior;0;0;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Nordeste;0;2;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Norte;1;3;0
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sudeste;39;93;5
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sul;0;2;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Exterior;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Nordeste;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Norte;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Sudeste;0;0;0
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;Sul;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Centro-Oeste;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Exterior;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Nordeste;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Norte;0;0;0
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Sudeste;53;172;39
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;Sul;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Centro-Oeste;5;42;11
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Exterior;0;0;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Nordeste;0;10;1
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Norte;0;5;0
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sudeste;252;1040;191
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sul;9;38;2
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Centro-Oeste;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Exterior;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Nordeste;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Norte;0;0;0
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sudeste;3;36;18
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sul;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Centro-Oeste;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Exterior;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Nordeste;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Norte;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Sudeste;0;0;0
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Sul;0;0;0
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Centro-Oeste;17;94;6
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Exterior;0;0;0
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Nordeste;1441;2853;373
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Norte;260;1286;265
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Sudeste;0;0;0
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Sul;118;954;226
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Centro-Oeste;0;0;0
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Exterior;0;0;0
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Nordeste;0;0;0
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Norte;0;0;0
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Sudeste;1;7;0
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;Sul;11;18;3
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Centro-Oeste;0;0;0
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Exterior;0;0;0
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Nordeste;288;1163;113
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Norte;0;0;0
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Sudeste;0;0;0
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Sul;0;0;0
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;758;3199;582
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Centro-Oeste;593;1793;113
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Exterior;0;0;0
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Nordeste;0;1;0
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Norte;1;3;0
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Sudeste;0;0;0
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Sul;0;0;0
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Centro-Oeste;0;0;0
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Exterior;0;0;0
