CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.67;10.67;0.00;32212646.00;36400147.00;14911390.00;0.00;0.00;0.00;0.00
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;23.00;13.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.00;0.00;27398878.00;23608512.00;0.00;0.00;0.00;0.00
01.083.200/0001-18;2024-12-31;5;141823;NEOENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;13356.74;13356.74
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;204130.86;100086.71
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;73083.89;0.00
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;281284.35;281284.35
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.83;4.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;2128218.24;3192327.36;2660272.80;0.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.42;5.42;2375000.00;2968750.00;2968750.00;2968750.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.42;5.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.92;5.92;981973.33;1227466.67;1227466.67;1227466.67;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;447592.00;447592.00;0.00;2275093.63;2843867.03;2843867.03;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1507192.32;9043153.90;9043153.90;9043153.90;0.00;0.00;0.00;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1425911.29;8555467.75;8555467.75;8555467.75;0.00;0.00;0.00;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.25;3.25;1495169.93;8971019.57;8971019.57;8971019.57;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.00;8553920.00;8553920.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;2712000.00;2712000.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;4314655.46;4314655.46;4314655.46;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.00;1724137.93;1724137.93;1724137.93;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;7045000.00;7045000.00;7045000.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.00;9500000.00;9500000.00;9500000.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.00;6100000.00;6100000.00;6100000.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2024-12-31;5;141958;GAFISA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.00;0.00;0.00;0.00;1377555.39;3306132.94;2755110.78;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.33;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;1745289.00;4188693.60;3490578.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;0.00;0.00;0.00;0.00;1201582.69;5208975.00;3646282.50;1201582.69
01.599.101/0001-93;2024-12-31;7;141720;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;445035.99;1068086.37;890071.98;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.92;6.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.58;3.58;594077.44;11183778.62;7455852.42;6890803.39;0.00;8705006.98;8705006.98;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;3.75;914200.32;18387070.27;12258046.85;10894645.94;0.00;13835005.26;13835005.26;13835005.26
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.83;3.83;600319.46;11419455.17;7612970.11;10196156.02;0.00;15171185.66;15171185.66;15171185.66
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2024-12-31;4;142116;VOTORANTIM CIMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.42;3.42;562171.46;11165939.15;7443959.43;9783493.42;0.00;23996768.35;23996768.35;23996768.35
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;35578869.00;23719246.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;25269000.00;16846000.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;22997000.00;20997000.00;13759000.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2024-12-31;4;141516;BRF S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;48069600.00;40058000.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;0.00;1828000.00;1828000.00;2026000.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;2154000.00;2154000.00;2729096.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.67;4.67;0.00;2166948.00;2166948.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.58;104172.08;243689.83;104172.08;792724.48;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;314136.00;1256544.00;628272.00;966870.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.42;7.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.58;5.58;337744.00;1350978.00;675489.00;726739.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;1.00;1.00;454545.45;454545.45;454545.45;454545.45;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;4.08;62180.70;269785.51;62180.70;857246.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2024-12-31;3;139427;LIGHT ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;1000000.00;0.00;0.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;2023-01-01;2023-12-31;Diretoria Estatutária;3.33;3.33;0.00;1105740.00;1105740.00;629261.05;0.00;0.00;0.00;0.00
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;785524.00;785524.00;785524.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;285645.00;285645.00;2719084.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;1.00;0.00;15800000.00;11060000.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;1.00;0.00;6000000.00;4200000.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.00;10200000.00;7140000.00;0.00;0.00;0.00;0.00;14196144.92
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.92;1.00;0.00;7800000.00;5460000.00;0.00;0.00;0.00;0.00;5162234.52
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.00;0.00;0.00;0.00;0.00;10200000.00;7140000.00;7200000.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.67;2.00;0.00;0.00;0.00;0.00;0.00;7800000.00;5460000.00;5222194.62
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.75;1.00;0.00;0.00;0.00;0.00;0.00;9200000.00;6440000.00;9200000.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2024-12-31;3;142159;PORTO SEGURO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.17;1.00;0.00;0.00;0.00;0.00;0.00;7300000.00;5110000.00;4177786.83
02.162.616/0001-94;2024-12-31;1;138211;UPTICK PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;2006810.98;2006810.98;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;5098415.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;1369659.38;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2024-12-31;3;140684;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;194700.00;1498200.00;1498200.00;1498200.00;582906.40
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;93000.00;93000.00;93000.00;93000.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;542157.44;542157.44;542157.44;542157.44;1337917.92;1337917.92;1337917.92;1337917.92
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.33;2.66;0.00;0.00;0.00;72000.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.66;3.66;447373.00;878661.00;456642.49;456642.49;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2024-12-31;4;141971;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;1797600.00;1797600.00;1797600.00;0.00
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2024-12-31;1;138226;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
